"component_name","filename","gbif_id","conversion_mean","predicted_conversion_factor_cm","genus_species","family","area","petiole_width","LMA","lat","lon","eco_name","biome","bio_1","bio_4","bio_12","bio_15","ai","wind","srad","leaf_phenology"
"Abelia_macrotera_4064849645__L__899-2601-1423-2859","Abelia_macrotera_4064849645",4064849645,132.4163998,129.0505185,"Abelia macrotera","unknown",3.37,0.031137424,0.422240006,33.641389,107.816667,"Qin Ling Mountains deciduous forests","Temperate Broadleaf & Mixed Forests",7.622666836,790.255249,814,73.05756378,8622,2.217666626,13606.33301,NA
"Abuta_rufescens_1929339615__L__100-498-3922-5376","Abuta_rufescens_1929339615",1929339615,129.1356043,129.0525793,"Abuta rufescens","unknown",590.67,0.380156589,0.898921296,-4.5444,-56.3133,"Madeira-Tapajós moist forests","Tropical & Subtropical Moist Broadleaf Forests",26.75799942,55.96484375,2046,48.63095856,15028,1.121000051,14927.33301,"evergreen"
"Acer_caesium_4064833157__L__382-1874-1629-3257","Acer_caesium_4064833157",4064833157,131.9101271,129.0505185,"Acer caesium","unknown",45.41,0.10640327,0.905411041,31.018517,107.7974,"Daba Mountains evergreen forests","Temperate Broadleaf & Mixed Forests",16.32266617,779.0949707,1255,65.53807831,11432,1.451333284,12403.58301,"deciduous"
"Acer_caesium_1930028166__L__1182-2032-2168-2988","Acer_caesium_1930028166",1930028166,119.5270412,118.4404658,"Acer caesium","unknown",23.68,0.190781168,1.81384167,47.60621,-122.332071,"Puget lowland forests","Temperate Conifer Forests",10.99050045,507.2642212,1012,55.54272461,9571,3.193666697,11627.83301,"deciduous"
"Acer_caesium_4064833157__L__1942-1361-3754-3314","Acer_caesium_4064833157",4064833157,131.9101271,129.0505185,"Acer caesium","unknown",73.66,0.1290984,0.752653603,31.018517,107.7974,"Daba Mountains evergreen forests","Temperate Broadleaf & Mixed Forests",16.32266617,779.0949707,1255,65.53807831,11432,1.451333284,12403.58301,"deciduous"
"Acer_caesium_4064838296__L__2156-408-3827-2267","Acer_caesium_4064838296",4064838296,134.5450549,129.0505185,"Acer caesium","unknown",83.84,0.15801615,0.854299525,32.817993,103.918183,"Southeast Tibet shrublands and meadows","Montane Grasslands & Shrublands",1.56400001,677.2855835,766,76.43018341,9161,2.928333282,12701.58301,"deciduous"
"Acer_caesium_4064838296__L__528-2116-2453-3836","Acer_caesium_4064838296",4064838296,134.5450549,129.0505185,"Acer caesium","unknown",90.8,0.150495734,0.828666449,32.817993,103.918183,"Southeast Tibet shrublands and meadows","Montane Grasslands & Shrublands",1.56400001,677.2855835,766,76.43018341,9161,2.928333282,12701.58301,"deciduous"
"Acer_caesium_4064838296__L__467-3548-2602-5343","Acer_caesium_4064838296",4064838296,134.5450549,129.0505185,"Acer caesium","unknown",84.79,0.133990479,0.850630399,32.817993,103.918183,"Southeast Tibet shrublands and meadows","Montane Grasslands & Shrublands",1.56400001,677.2855835,766,76.43018341,9161,2.928333282,12701.58301,"deciduous"
"Acer_distylum_1930543642__L__446-1335-1557-1979","Acer_distylum_1930543642",1930543642,119.651425,118.4404658,"Acer distylum","unknown",22.95,0.165472245,0.688529785,37.770247,-122.435949,"California interior chaparral and woodlands","Mediterranean Forests, Woodlands & Scrub",14.10850048,266.5332031,813,92.88432312,5900,4.044333458,16168.75,"deciduous"
"Acer_distylum_1930543642__L__708-3256-1578-4085","Acer_distylum_1930543642",1930543642,119.651425,118.4404658,"Acer distylum","unknown",19.07,0.154106722,0.739005643,37.770247,-122.435949,"California interior chaparral and woodlands","Mediterranean Forests, Woodlands & Scrub",14.10850048,266.5332031,813,92.88432312,5900,4.044333458,16168.75,"deciduous"
"Acer_distylum_1930585128__L__1053-3271-1395-3853","Acer_distylum_1930585128",1930585128,119.8460798,118.4404658,"Acer distylum","unknown",2.27,0.078717478,2.258814445,43.154783,-77.615558,"Southern Great Lakes forests","Temperate Broadleaf & Mixed Forests",9.281666756,987.4216309,864,17.58166122,7509,4.012000084,12503.41699,"deciduous"
"Acer_distylum_1930543642__L__1622-3308-2139-4362","Acer_distylum_1930543642",1930543642,119.651425,118.4404658,"Acer distylum","unknown",15.82,0.103377932,0.793678918,37.770247,-122.435949,"California interior chaparral and woodlands","Mediterranean Forests, Woodlands & Scrub",14.10850048,266.5332031,813,92.88432312,5900,4.044333458,16168.75,"deciduous"
"Acer_distylum_1930715142__L__1059-2266-1821-3183","Acer_distylum_1930715142",1930715142,119.1250984,118.4404658,"Acer distylum","unknown",21.4,0.077393803,0.94631893,34.052234,-118.243685,"California coastal sage and chaparral","Mediterranean Forests, Woodlands & Scrub",18.82033348,375.4415588,403,101.8110428,1958,3.162666559,17523.5,"deciduous"
"Acer_distylum_1930585128__L__1917-3132-3657-4231","Acer_distylum_1930585128",1930585128,119.8460798,118.4404658,"Acer distylum","unknown",66.91,0.139871531,0.620218706,43.154783,-77.615558,"Southern Great Lakes forests","Temperate Broadleaf & Mixed Forests",9.281666756,987.4216309,864,17.58166122,7509,4.012000084,12503.41699,"deciduous"
"Acer_distylum_4064832852__L__2155-1106-3751-2630","Acer_distylum_4064832852",4064832852,131.8973095,129.0505185,"Acer distylum","unknown",59.08,0.07915481,0.653176363,36.7742,139.82715,"Taiheiyo montane deciduous forests","Temperate Broadleaf & Mixed Forests",11.80683327,829.6970215,1354,45.71434021,13092,2.416666746,12849.91699,"deciduous"
"Acer_distylum_1930543642__L__1277-1374-1755-2119","Acer_distylum_1930543642",1930543642,119.651425,118.4404658,"Acer distylum","unknown",12.14,0.05285817,0.878152983,37.770247,-122.435949,"California interior chaparral and woodlands","Mediterranean Forests, Woodlands & Scrub",14.10850048,266.5332031,813,92.88432312,5900,4.044333458,16168.75,"deciduous"
"Acer_distylum_1840500510__L__1378-52-2586-2254","Acer_distylum_1840500510",1840500510,129.2689345,129.0502581,"Acer distylum","unknown",71.55,0.13945931,0.902973627,50.235555,5.514722,"Western European broadleaf forests","Temperate Broadleaf & Mixed Forests",9.015166283,578.8671875,909,9.298570633,10765,3.588999987,10235.16699,"deciduous"
"Acer_distylum_1930715142__L__1797-2677-2852-3211","Acer_distylum_1930715142",1930715142,119.1250984,118.4404658,"Acer distylum","unknown",14.29,0.138954306,1.104163223,34.052234,-118.243685,"California coastal sage and chaparral","Mediterranean Forests, Woodlands & Scrub",18.82033348,375.4415588,403,101.8110428,1958,3.162666559,17523.5,"deciduous"
"Acer_distylum_1840500510__L__1130-2192-2363-4052","Acer_distylum_1840500510",1840500510,129.2689345,129.0502581,"Acer distylum","unknown",73.83,0.133091919,0.892218024,50.235555,5.514722,"Western European broadleaf forests","Temperate Broadleaf & Mixed Forests",9.015166283,578.8671875,909,9.298570633,10765,3.588999987,10235.16699,"deciduous"
"Acer_grandidentatum_4912065061__L__2086-2697-2594-3157","Acer_grandidentatum_4912065061",4912065061,132.6652613,129.0556067,"Acer grandidentatum","unknown",5.08,0.083257372,1.098779799,41.2303,-111.9254,"Great Basin shrub steppe","Deserts & Xeric Shrublands",9.45533371,942.4653931,545,29.78795815,3392,3.232666731,16095.08301,"deciduous"
"Acer_grandidentatum_4912211629__L__2547-3467-3647-4620","Acer_grandidentatum_4912211629",4912211629,133.5364247,129.0556067,"Acer grandidentatum","unknown",22.79,0.077099789,0.921158498,39.31175,-112.30292,"Great Basin shrub steppe","Deserts & Xeric Shrublands",8.866666794,879.2437744,373,16.02907562,2138,3.411333323,16993.91602,"deciduous"
"Acer_grandidentatum_4912065061__L__2452-3023-3188-3766","Acer_grandidentatum_4912065061",4912065061,132.6652613,129.0556067,"Acer grandidentatum","unknown",14.11,0.099143863,0.743757375,41.2303,-111.9254,"Great Basin shrub steppe","Deserts & Xeric Shrublands",9.45533371,942.4653931,545,29.78795815,3392,3.232666731,16095.08301,"deciduous"
"Acer_grandidentatum_3969814771__L__1771-2901-2452-3334","Acer_grandidentatum_3969814771",3969814771,126.9230545,121.9871772,"Acer grandidentatum","unknown",7.21,0.099659677,1.739488925,32.742222,-97.363611,"Central forest-grasslands transition","Temperate Grasslands, Savannas & Shrublands",18.94216728,816.7045288,842,30.95300102,4362,4.001333237,16460.91602,"deciduous"
"Acer_grandidentatum_4912065061__L__2176-4274-2552-4630","Acer_grandidentatum_4912065061",4912065061,132.6652613,129.0556067,"Acer grandidentatum","unknown",3.36,0.045850455,1.286734663,41.2303,-111.9254,"Great Basin shrub steppe","Deserts & Xeric Shrublands",9.45533371,942.4653931,545,29.78795815,3392,3.232666731,16095.08301,"deciduous"
"Acer_grandidentatum_4912065061__L__1330-1493-2070-2215","Acer_grandidentatum_4912065061",4912065061,132.6652613,129.0556067,"Acer grandidentatum","unknown",16.99,0.052764378,0.692814125,41.2303,-111.9254,"Great Basin shrub steppe","Deserts & Xeric Shrublands",9.45533371,942.4653931,545,29.78795815,3392,3.232666731,16095.08301,"deciduous"
"Acer_grandidentatum_4912065061__L__619-2584-1325-3394","Acer_grandidentatum_4912065061",4912065061,132.6652613,129.0556067,"Acer grandidentatum","unknown",12.68,0.067419849,0.774745477,41.2303,-111.9254,"Great Basin shrub steppe","Deserts & Xeric Shrublands",9.45533371,942.4653931,545,29.78795815,3392,3.232666731,16095.08301,"deciduous"
"Acer_grandidentatum_4912065061__L__2210-1701-3024-2533","Acer_grandidentatum_4912065061",4912065061,132.6652613,129.0556067,"Acer grandidentatum","unknown",15.84,0.071509549,0.711613415,41.2303,-111.9254,"Great Basin shrub steppe","Deserts & Xeric Shrublands",9.45533371,942.4653931,545,29.78795815,3392,3.232666731,16095.08301,"deciduous"
"Acer_grandidentatum_3969814771__L__195-505-1090-1597","Acer_grandidentatum_3969814771",3969814771,126.9230545,121.9871772,"Acer grandidentatum","unknown",35.63,0.181895975,0.944842228,32.742222,-97.363611,"Central forest-grasslands transition","Temperate Grasslands, Savannas & Shrublands",18.94216728,816.7045288,842,30.95300102,4362,4.001333237,16460.91602,"deciduous"
"Acer_grandidentatum_4912252275__L__361-4769-728-5050","Acer_grandidentatum_4912252275",4912252275,133.0407465,129.0556067,"Acer grandidentatum","unknown",1.83,0.05314964,1.745141447,39.83131,-111.98249,"Great Basin shrub steppe","Deserts & Xeric Shrublands",8.715499878,909.7095337,408,16.29960632,2178,3.259000063,16765.66602,"deciduous"
"Acer_grandidentatum_4912252275__L__647-3180-1317-3928","Acer_grandidentatum_4912252275",4912252275,133.0407465,129.0556067,"Acer grandidentatum","unknown",8.07,0.060599914,0.990059418,39.83131,-111.98249,"Great Basin shrub steppe","Deserts & Xeric Shrublands",8.715499878,909.7095337,408,16.29960632,2178,3.259000063,16765.66602,"deciduous"
"Acer_grandidentatum_4912252275__L__1283-3207-1917-3900","Acer_grandidentatum_4912252275",4912252275,133.0407465,129.0556067,"Acer grandidentatum","unknown",7.81,0.050422176,1.002522791,39.83131,-111.98249,"Great Basin shrub steppe","Deserts & Xeric Shrublands",8.715499878,909.7095337,408,16.29960632,2178,3.259000063,16765.66602,"deciduous"
"Aceratium_ledermannii_2397720543__L__1192-3529-2439-4652","Aceratium_ledermannii_2397720543",2397720543,0,129.064589,"Aceratium ledermannii","unknown",29.22,0.139680113,1.319097921,-6.72,145,"Central Range montane rain forests","Tropical & Subtropical Moist Broadleaf Forests",22.486166,72.13150024,3177,17.76685524,22285,1.781999946,16143.5,NA
"Acridocarpus_natalitius_1931122773__L__976-2984-1724-3613","Acridocarpus_natalitius_1931122773",1931122773,132.1140423,129.0624354,"Acridocarpus natalitius","unknown",7.85,0.139569486,2.178029589,-27.824267,31.418867,"Drakensberg montane grasslands, woodlands and forests","Montane Grasslands & Shrublands",17.3433342,238.1822357,864,62.20170975,5585,1.978333354,17952.25,"evergreen"
"Actinidia_eriantha_694318963__L__719-1938-1935-3214","Actinidia_eriantha_694318963",694318963,0,109.9705734,"Actinidia eriantha","unknown",83.24,0.36396093,1.026931045,24.98753,112.85545,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",16.8706665,702.296936,1536,61.13629913,12967,2.075666666,13717.41699,"deciduous"
"Actinidia_eriantha_607796090__L__1466-1556-2505-2287","Actinidia_eriantha_607796090",607796090,0,109.8539585,"Actinidia eriantha","unknown",35.58,0.245780856,1.510840052,27.65556,114.58806,"Changjiang Plain evergreen forests","Temperate Broadleaf & Mixed Forests",16.62100029,825.2427368,1563,51.2885704,13023,2.030999899,14181,"deciduous"
"Actinidia_eriantha_694318963__L__1986-2586-2603-3020","Actinidia_eriantha_694318963",694318963,0,109.9705734,"Actinidia eriantha","unknown",10.91,0.196719058,2.231819562,24.98753,112.85545,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",16.8706665,702.296936,1536,61.13629913,12967,2.075666666,13717.41699,"deciduous"
"Actinidia_eriantha_607796090__L__1364-3925-1634-4547","Actinidia_eriantha_607796090",607796090,0,109.8539585,"Actinidia eriantha","unknown",5.77,0.184096674,3.026983121,27.65556,114.58806,"Changjiang Plain evergreen forests","Temperate Broadleaf & Mixed Forests",16.62100029,825.2427368,1563,51.2885704,13023,2.030999899,14181,"deciduous"
"Actinidia_eriantha_694318963__L__2077-1197-2878-2036","Actinidia_eriantha_694318963",694318963,0,109.9705734,"Actinidia eriantha","unknown",35.07,0.270364485,1.428705353,24.98753,112.85545,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",16.8706665,702.296936,1536,61.13629913,12967,2.075666666,13717.41699,"deciduous"
"Actinidia_eriantha_730748361__L__2378-511-3078-2023","Actinidia_eriantha_730748361",730748361,0,110.3326353,"Actinidia eriantha","unknown",48.25,0.356369685,2.213785785,26.43428,111.32206,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",17.73583412,810.394043,1386,50.42906189,11818,1.833333254,13422.58301,"deciduous"
"Actinidia_eriantha_730748361__L__578-978-1569-2304","Actinidia_eriantha_730748361",730748361,0,110.3326353,"Actinidia eriantha","unknown",63.59,0.353476557,1.992218821,26.43428,111.32206,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",17.73583412,810.394043,1386,50.42906189,11818,1.833333254,13422.58301,"deciduous"
"Actinidia_eriantha_694318963__L__1494-471-2285-1537","Actinidia_eriantha_694318963",694318963,0,109.9705734,"Actinidia eriantha","unknown",39.2,0.169877642,1.369218811,24.98753,112.85545,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",16.8706665,702.296936,1536,61.13629913,12967,2.075666666,13717.41699,"deciduous"
"Actinidia_fulvicoma_2397741345__L__1138-1449-2020-1925","Actinidia_fulvicoma_2397741345",2397741345,134.3958196,129.0513799,"Actinidia fulvicoma","unknown",11.52,0.776190996,2.080525793,16.25,107.85,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14241,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_2397741345__L__1925-2285-3024-2797","Actinidia_fulvicoma_2397741345",2397741345,134.3958196,129.0513799,"Actinidia fulvicoma","unknown",16.09,0.233524449,1.831232732,16.25,107.85,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14241,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_2397741345__L__1985-1614-3062-2221","Actinidia_fulvicoma_2397741345",2397741345,134.3958196,129.0513799,"Actinidia fulvicoma","unknown",17.03,0.303704858,1.791942029,16.25,107.85,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14241,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_2397741345__L__650-3187-1789-3703","Actinidia_fulvicoma_2397741345",2397741345,134.3958196,129.0513799,"Actinidia fulvicoma","unknown",14.23,0.216676677,1.919215222,16.25,107.85,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14241,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_2397741345__L__827-3894-1827-4425","Actinidia_fulvicoma_2397741345",2397741345,134.3958196,129.0513799,"Actinidia fulvicoma","unknown",13.53,0.276510151,1.956555596,16.25,107.85,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14241,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_2397741345__L__866-2369-1924-3004","Actinidia_fulvicoma_2397741345",2397741345,134.3958196,129.0513799,"Actinidia fulvicoma","unknown",18.92,0.159238097,1.721329766,16.25,107.85,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14241,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_2397741345__L__960-1946-1970-2463","Actinidia_fulvicoma_2397741345",2397741345,134.3958196,129.0513799,"Actinidia fulvicoma","unknown",14.9,0.223221229,1.885779007,16.25,107.85,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14241,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_607725296__L__409-2836-1731-3631","Actinidia_fulvicoma_607725296",607725296,0,109.9171872,"Actinidia fulvicoma","unknown",41.34,0.167260251,1.325875041,23.74488,114.70047,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",21.98349953,585.1138306,1898,70.03517151,14031,1.702333331,13920.25,NA
"Actinidia_fulvicoma_730745157__L__1719-1702-2329-2988","Actinidia_fulvicoma_730745157",730745157,0,110.1741721,"Actinidia fulvicoma","unknown",32.59,0.201531837,1.674188649,16.22284,107.8578,"Northern Vietnam lowland rain forests","Tropical & Subtropical Moist Broadleaf Forests",23.43483353,302.290741,2320,73.18630219,14620,2.828000069,18035.33398,NA
"Actinidia_fulvicoma_730745158__L__1581-2776-2347-3223","Actinidia_fulvicoma_730745158",730745158,0,110.218168,"Actinidia fulvicoma","unknown",10.3,0.232557043,2.119150397,16.25,107,"Southern Annamites montane rain forests","Tropical & Subtropical Moist Broadleaf Forests",21.67200089,239.164032,2786,94.66041565,16906,1.937999964,18105.41602,NA
"Actinidia_fulvicoma_730745158__L__1586-1637-2253-2363","Actinidia_fulvicoma_730745158",730745158,0,110.218168,"Actinidia fulvicoma","unknown",18.17,0.154239544,1.706051031,16.25,107,"Southern Annamites montane rain forests","Tropical & Subtropical Moist Broadleaf Forests",21.67200089,239.164032,2786,94.66041565,16906,1.937999964,18105.41602,NA
"Actinidia_fulvicoma_730745158__L__609-2135-1575-2590","Actinidia_fulvicoma_730745158",730745158,0,110.218168,"Actinidia fulvicoma","unknown",17.5,0.174520992,1.730713037,16.25,107,"Southern Annamites montane rain forests","Tropical & Subtropical Moist Broadleaf Forests",21.67200089,239.164032,2786,94.66041565,16906,1.937999964,18105.41602,NA
"Actinidia_fulvicoma_730745158__L__647-1181-1491-2012","Actinidia_fulvicoma_730745158",730745158,0,110.218168,"Actinidia fulvicoma","unknown",24.24,0.175227082,1.528178694,16.25,107,"Southern Annamites montane rain forests","Tropical & Subtropical Moist Broadleaf Forests",21.67200089,239.164032,2786,94.66041565,16906,1.937999964,18105.41602,NA
"Actinidia_fulvicoma_730745158__L__753-536-1416-1292","Actinidia_fulvicoma_730745158",730745158,0,110.218168,"Actinidia fulvicoma","unknown",17.55,0.16356429,1.728827808,16.25,107,"Southern Annamites montane rain forests","Tropical & Subtropical Moist Broadleaf Forests",21.67200089,239.164032,2786,94.66041565,16906,1.937999964,18105.41602,NA
"Actinidia_fulvicoma_730745159__L__1216-349-1905-1326","Actinidia_fulvicoma_730745159",730745159,0,110.1439986,"Actinidia fulvicoma","unknown",32.7,0.290670591,2.211898803,26.40736,111.04845,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",15.99833298,791.2462158,1492,51.55148315,13829,1.972666621,13236.08301,NA
"Actinidia_fulvicoma_730745159__L__754-1627-1652-2601","Actinidia_fulvicoma_730745159",730745159,0,110.1439986,"Actinidia fulvicoma","unknown",40.69,0.348804709,2.034689752,26.40736,111.04845,"Jian Nan subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",15.99833298,791.2462158,1492,51.55148315,13829,1.972666621,13236.08301,NA
"Actinidia_melanandra_607589618__L__214-1439-1414-2128","Actinidia_melanandra_607589618",607589618,0,110.3814784,"Actinidia melanandra","unknown",38.42,0.097573703,0.903302886,25.04535,102.70994,"Yunnan Plateau subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",15.61733341,457.0883484,939,83.50661469,7285,2.035333395,14704.08301,"deciduous"
"Actinidia_melanandra_607589613__L__863-2723-1380-3535","Actinidia_melanandra_607589613",607589613,0,108.4656342,"Actinidia melanandra","unknown",17.21,0.09625451,1.214925029,31.02917,103.62805,"Qionglai-Minshan conifer forests","Temperate Conifer Forests",15.62033367,702.1974487,1038,92.85958099,10717,1.32099998,10581.5,"deciduous"
"Actinidia_melanandra_607589594__L__1538-131-2807-981","Actinidia_melanandra_607589594",607589594,0,110.358187,"Actinidia melanandra","unknown",36.03,0.144982447,1.029171512,25.04767,102.70497,"Yunnan Plateau subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",15.43916702,452.6036987,937,83.51103973,7296,2.026333332,14723.08301,"deciduous"
"Actinidia_melanandra_607589613__L__1824-652-2760-1104","Actinidia_melanandra_607589613",607589613,0,108.4656342,"Actinidia melanandra","unknown",18.66,0.121263721,1.177957238,31.02917,103.62805,"Qionglai-Minshan conifer forests","Temperate Conifer Forests",15.62033367,702.1974487,1038,92.85958099,10717,1.32099998,10581.5,"deciduous"
"Actinidia_melanandra_607589618__L__1728-2630-3201-3418","Actinidia_melanandra_607589618",607589618,0,110.3814784,"Actinidia melanandra","unknown",42.81,0.163070836,0.866730406,25.04535,102.70994,"Yunnan Plateau subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",15.61733341,457.0883484,939,83.50661469,7285,2.035333395,14704.08301,"deciduous"
"Actinidia_melanandra_607589618__L__1436-3362-2478-4026","Actinidia_melanandra_607589618",607589618,0,110.3814784,"Actinidia melanandra","unknown",27.78,0.156391061,1.022418251,25.04535,102.70994,"Yunnan Plateau subtropical evergreen forests","Tropical & Subtropical Moist Broadleaf Forests",15.61733341,457.0883484,939,83.50661469,7285,2.035333395,14704.08301,"deciduous"
"Actinidia_melanandra_607589613__L__1539-1630-2165-2563","Actinidia_melanandra_607589613",607589613,0,108.4656342,"Actinidia melanandra","unknown",19.59,0.134238092,1.156273619,31.02917,103.62805,"Qionglai-Minshan conifer forests","Temperate Conifer Forests",15.62033367,702.1974487,1038,92.85958099,10717,1.32099998,10581.5,"deciduous"
