"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","projectId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","coordinateUncertaintyInMeters","elevation","elevationAccuracy","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","gbifID","occurrenceID","name","stateProvince","higherGeography","institutionKey","recordedBy","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","verbatimLocality","collectionCode","language","type","catalogNumber","institutionCode","higherClassification","identificationID","dateIdentified","modified","datasetName","identifiedBy","rightsHolder","nomenclaturalStatus","taxonID","ownerInstitutionCode","bibliographicCitation","collectionID","networkKeys","gadm.level0.gid","gadm.level0.name","distanceFromCentroidInMeters","collectionKey","preparations","fieldNumber","dynamicProperties","municipality","reproductiveCondition","http...unknown.org.recordID","associatedTaxa","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","gadm","verbatimEventDate","otherCatalogNumbers","fieldNotes","informationWithheld","disposition","locationRemarks","previousIdentifications","lifeStage","georeferenceRemarks","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","georeferencedDate","georeferenceProtocol","verbatimElevation","island","taxonRemarks","associatedOccurrences","identificationQualifier","islandGroup","identificationRemarks","organismRemarks","accessRights","organismID","locationID","media_url","license"
"2270677763","Myrcianthes fragrans (Sw.) McVaugh",18.117,-66.9493,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.602+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",2001,8,11,"2001-08-11",223,223,"2024-08-01T20:02:06.602+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766023",FALSE,"766023","none","none",FALSE,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","766023","2270677763","7cba35b6-1de3-462f-af41-fcfecc085b14","Myrcianthes fragrans (Sw.) McVaugh",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","Andrew Salywon; Neil Snow","1227",NA,NA,NA,"Mpio. de Sabana Grande. Barrio Santana.",NA,NA,"Plants",NA,NA,"ASU0055983","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,"Shrub 2 m tall.",NA,NA,"7cba35b6-1de3-462f-af41-fcfecc085b14",NA,"http://creativecommons.org/licenses/by-nc/3.0/","Shrub 2m tall.","marisin",NA,NA,"240304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0055/ASU0055983_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270680685","Myrcianthes fragrans (Sw.) McVaugh",18.9167,-70.9667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.998+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,75,25,"NORTH_AMERICA",2001,8,1,"2001-08-01",213,213,"2024-08-01T20:02:06.998+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768682",FALSE,"768682","none","none",FALSE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","768682","2270680685","a152c0ae-3966-4293-b1b2-ef00e86ad866","Myrcianthes fragrans (Sw.) McVaugh","Puerto Plata",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","T. Clase; P. Delpreter","3065","Bosque humedo.",NA,NA,"3km por la carretera hacia Candelon sobre un farallon, en una finca o potrero.","Luperon",NA,"Plants",NA,NA,"ASU0056259","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"fruit","a152c0ae-3966-4293-b1b2-ef00e86ad866","ecologicallyOccursWith: Bursera simaruba|ecologicallyOccursWith: Metopium|ecologicallyOccursWith: Isido rea","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 4m con frutos verdes.","marisin",NA,NA,"255553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056259_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1978892602","Myrcianthes fragrans (Sw.) McVaugh",26.742817,-82.0467,"cdc,gass84,ambinst","1984c441-b52a-4ced-ba2f-9a2c4fa1898b","a353a5fa-6426-4ae2-907d-a9bc1639eec5","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T13:28:18.567+00:00","2024-08-01T13:28:46.219+00:00",285,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",2000,3,18,"2000-03-18",78,78,"2024-08-01T13:28:46.219+00:00","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4597928",FALSE,"4597928","none","none",FALSE,"WGS84","Magnoliopsida","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","4597928","1978892602","17c70746-9e25-42c4-afa0-2daacba82c20","Myrcianthes fragrans (Sw.) McVaugh","Florida",NA,NA,"Don Trew","T109",NA,NA,NA,"Burnt Store Road, Punta Gorda.","Lee",NA,NA,NA,NA,"CMC00012339","CMC","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"9798472c-c2da-40b9-a636-cec2c61d4589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17c70746-9e25-42c4-afa0-2daacba82c20",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"LeilaSiciliano",NA,NA,"018264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simpson stopper",NA,NA,NA,NA,NA,NA,NA,NA,"http://plantdata.bio.cmich.edu/symbiota_grab/CMC/0/1/23/39/CMC00012339.JPG","http://creativecommons.org/publicdomain/zero/1.0/"
"3885727146","Myrcianthes fragrans (Sw.) McVaugh",8.683333,-83.216667,"cdc,cdround,colmano,inmafu","857bce66-f762-11e1-a439-00145eb45e9a","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","75c5d4ef-378e-4f25-984a-f32510926d7c","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","AT","DWC_ARCHIVE","2024-07-11T11:22:42.270+00:00","2024-07-11T12:29:18.802+00:00",270,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",500,100,NA,"NORTH_AMERICA",2000,8,24,"2000-08-24",237,237,"2024-07-11T12:29:18.802+00:00",NA,FALSE,"100080988","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","100080988","3885727146","https://www.zobodat.at/belege.php?id=100080988","Myrcianthes fragrans (Sw.) McVaugh",NA,"Puntarenas/Golfito","22b39a15-aa0a-432c-b8e6-a77463a9e938","Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,"P.N. Piedras Blancas, coast on the Golfo Dulce of the Bosque Esquinas, on the way from Golfito to the Golfo Dulce Lodge",NA,NA,"ZOBODAT",NA,NA,"100080988","LI",NA,NA,NA,"2024-01-31T00:00:00.000+00:00",NA,"Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.zobodat.at/bilder/belege/00004795.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4072499532","Myrcianthes fragrans (Sw.) McVaugh",16.183333,-61.75,"cdc,gass84","b740eaa0-0679-41dc-acb7-990d562dfa37","a344ee9f-f1b7-4761-be2c-58ee6d741395","4c5fccfd-c052-42ec-97ab-a4657ec27751","a344ee9f-f1b7-4761-be2c-58ee6d741395","BE","EML","2024-06-18T08:41:46.137+00:00","2024-06-18T09:35:27.318+00:00",308,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",2000,11,13,"2000-11-13",318,318,"2024-06-18T09:35:27.318+00:00",NA,FALSE,"http://www.botanicalcollections.be/specimen/BR0000009072572","none","none",FALSE,"WGS84","Magnoliopsida","GP","none","none","LATIN_AMERICA","Guadeloupe","EUROPE","http://www.botanicalcollections.be/specimen/BR0000009072572","4072499532","http://www.botanicalcollections.be/specimen/BR0000009072572","Myrcianthes fragrans (Sw.) McVaugh",NA,NA,"3b896e03-901d-4cc7-ac2b-61e0469521b0","Billiet F. & Jadin B.","7343",NA,"http://biocol.org/urn:lsid:biocol.org:col:15605","ICBN","Basse Terre; Morne à Louis",NA,NA,"BR",NA,"PhysicalObject","BR0000009072572","MeiseBG",NA,NA,NA,"2022-12-25T00:00:00.000+00:00","Meise Botanic Garden Herbarium",NA,"Meise Botanic Garden",NA,NA,NA,NA,"gbif:ih:irn:124997","17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,"6416a67f-3c3e-495c-8998-568f64249178","HerbariumSheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[13/11/2000]",NA,NA,NA,NA,"Country: Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif-manifest.oxalis.br.fgov.be/specimen/BR0000009072572/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"1258741561","Myrcianthes fragrans (Sw.) McVaugh",-4.566111,-79.440555,"cdround,gass84,osiic,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:59:09.304+00:00",102,NA,"PRESERVED_SPECIMEN",9,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,2400,NA,"SOUTH_AMERICA",2000,11,5,"2000-11-05",310,310,"2024-08-02T19:59:09.304+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:1515743","none","none",TRUE,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","urn:catalog:MO:Tropicos:1515743","1258741561","urn:catalog:MO:Tropicos:1515743","Myrcianthes fragrans (Sw.) McVaugh","Loja",NA,"814866d5-4a47-4a7a-8bab-3fcce9e98d60","P.M. Jørgensen|Carmen Ulloa|Jorge Caranqui|Jens E. Madsen|O. Sánchez","Jørgensen 2236",NA,NA,"ICNafp","Amaluza, road to the antennas above town, at the top. Disturbed shrubby Andean forest.",NA,NA,"Tropicos",NA,"PhysicalObject","1515743","QCNE",NA,NA,"2008-01-01T00:00:00","2021-04-24T17:43:00.000+00:00","Tropicos","M.L. Kawasaki (F)","Missouri Botanical Garden","No opinion","22101781","MOBOT","http://www.tropicos.org/Specimen/1515743","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100909000/99B4300B-8298-4801-87D6-A62C7C69CC28.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270558871","Myrcianthes fragrans (Sw.) McVaugh",19.1833,-70.8,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.177+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,1670,NA,"NORTH_AMERICA",1999,2,19,"1999-02-19",50,50,"2024-08-01T20:02:16.177+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3071834",FALSE,"3071834","none","none",FALSE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","3071834","2270558871","1e0c11a4-1eb0-4f1a-964a-d482e6068601","Myrcianthes fragrans (Sw.) McVaugh","Santiago",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","T. Clase; B. Peguero","609","Al lado de la torre de vigilancia contra incendios. Bosque latifoliado nublado.",NA,NA,"Cordillera Central, Municipio Franco Bido, Paraje Cerro Prieto, Parque Nacional Armando Bermudez, Loma firme de Barranco.",NA,NA,"Plants",NA,NA,"ASU0056258","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,"Arbolito de 3m; con frutos.",NA,"fruit","1e0c11a4-1eb0-4f1a-964a-d482e6068601","ecologicallyOccursWith: Cyrilla|ecologicallyOccursWith: Brunellia|ecologicallyOccursWith: Podocarpus","http://creativecommons.org/licenses/by-nc/3.0/","2114-710mN; 306-643mE. Coor from www.fallingrain.com/world; Arbolito de 3 m; con frutos.","marisin",NA,NA,"255557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056258_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270692028","Myrcianthes fragrans (Sw.) McVaugh",16.1083,-96.0722,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.913+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,540,NA,"NORTH_AMERICA",1999,5,18,"1999-05-18",138,138,"2024-08-01T20:02:07.913+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=783068",FALSE,"783068","none","none",FALSE,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA","783068","2270692028","84d74bfa-2a5a-44eb-9bcf-ee6b409d2d80","Myrcianthes fragrans (Sw.) McVaugh","Oaxaca",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","Esteban Martínez S.; M. Elorza C. & C. Perret","32293","Selva mediana subcaducifolia. orilla de río.",NA,NA,"Distrito: Yautepec, Municipio: San Carlos Yautepec. San Miguel Chongo, 1 km al NE",NA,NA,"Plants",NA,NA,"ASU0016830","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"Flowers","84d74bfa-2a5a-44eb-9bcf-ee6b409d2d80",NA,"http://creativecommons.org/licenses/by-nc/3.0/","Dupl.= 2  (F1) Estudio y Conservación de las Selvas Secas de Zimatán con apoyos de: WWF y The MacArthur  Foundation  Sociedad para el Estudio de los Recursos Bióticos de Oaxaca; con apoyos de: WWF y The MacArthur Sociedad para","Tung",NA,NA,"274594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0016/ASU0016830_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270557421","Myrcianthes fragrans (Sw.) McVaugh",21.2085,-87.194,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:15.808+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,6,NA,"NORTH_AMERICA",1999,7,30,"1999-07-30",211,211,"2024-08-01T20:02:15.808+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3071833",FALSE,"3071833","none","none",TRUE,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA","3071833","2270557421","1d4b8d0a-88f1-458d-8bc8-2c53f9bfc686","Myrcianthes fragrans (Sw.) McVaugh","Quintana Roo",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","G. P. Schultz; Wayne Law","1283","Acahual. Limestone substrate; soil very thin and rocky.",NA,NA,"Yalahau region, Yucatan peninsula: El Eden Reserve, c. 30 mi NW of Cancun. Old Cenote Azul trails, Acahual Plot 1, ca. 0.5 km SE of station.",NA,NA,"Plants",NA,NA,"ASU0056243","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,"2001-02-01T00:00:00","2023-07-16T07:02:03.000+00:00",NA,"G. P. Schultz",NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,"Common tree; fruits dark purple to black; ht 8m; voucher foe GAC, tree 6.",NA,"fruit","1d4b8d0a-88f1-458d-8bc8-2c53f9bfc686","ecologicallyOccursWith: Metopium browneii|ecologicallyOccursWith: Lonchocarpus rugosus|ecologicallyOccursWith: L. xuul|ecologicallyOccursWith: Mimosa bahamensis|ecologicallyOccursWith: Croton|ecologicallyOccursWith: Coccoloba|ecologicallyOccursWith: Rehdera trinervis|ecologicallyOccursWith: Bursera simaruba","http://creativecommons.org/licenses/by-nc/3.0/","Common tree; fruits dark purple to black. Height 8 m. Voucher foe GAC, tree 6.","marisin",NA,NA,"240544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=UCR-BPS-119382",NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056243_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"3885709703","Myrcianthes fragrans (Sw.) McVaugh",8.683333,-83.25,"cdc,cdround,colmano,inmafu","857bce66-f762-11e1-a439-00145eb45e9a","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","75c5d4ef-378e-4f25-984a-f32510926d7c","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","AT","DWC_ARCHIVE","2024-07-11T11:22:42.270+00:00","2024-07-11T12:29:18.604+00:00",270,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",500,0,NA,"NORTH_AMERICA",1999,8,6,"1999-08-06",218,218,"2024-07-11T12:29:18.604+00:00",NA,FALSE,"100080989","none","none",FALSE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","100080989","3885709703","https://www.zobodat.at/belege.php?id=100080989","Myrcianthes fragrans (Sw.) McVaugh",NA,NA,"22b39a15-aa0a-432c-b8e6-a77463a9e938","Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,"P.N. Esquinas, on the coast of the Golfo Dulce, between Golfito and Punta Encanto",NA,NA,"ZOBODAT",NA,NA,"100080989","LI",NA,NA,NA,"2024-01-31T00:00:00.000+00:00",NA,"Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.zobodat.at/bilder/belege/00004796.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"3884210453","Myrcianthes fragrans (Sw.) McVaugh",8.683333,-83.25,"cdc,cdround,colmano,inmafu","857bce66-f762-11e1-a439-00145eb45e9a","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","75c5d4ef-378e-4f25-984a-f32510926d7c","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","AT","DWC_ARCHIVE","2024-07-11T11:22:42.270+00:00","2024-07-11T12:29:16.548+00:00",270,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",500,0,NA,"NORTH_AMERICA",1999,8,6,"1999-08-06",218,218,"2024-07-11T12:29:16.548+00:00",NA,FALSE,"100080990","none","none",FALSE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","100080990","3884210453","https://www.zobodat.at/belege.php?id=100080990","Myrcianthes fragrans (Sw.) McVaugh",NA,NA,"22b39a15-aa0a-432c-b8e6-a77463a9e938","Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,"P.N. Esquinas, on the coast of the Golfo Dulce, between Golfito and Punta Encanto",NA,NA,"ZOBODAT",NA,NA,"100080990","LI",NA,NA,NA,"2024-01-31T00:00:00.000+00:00",NA,"Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.zobodat.at/bilder/belege/00004797.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
